elapsed_time_seconds,event_type,event_value,task_phase
20.849337,information_display,counter_starts,current_phase_id
20.854521,information_display,counter_starts,current_phase_id
20.859537,information_display,counter_starts,current_phase_id
20.864651,information_display,counter_starts,current_phase_id
20.869594,information_display,counter_starts,current_phase_id
20.880276,information_display,counter_starts,current_phase_id
20.885591,information_display,counter_starts,current_phase_id
20.89077,information_display,counter_starts,current_phase_id
20.895922,information_display,counter_starts,current_phase_id
20.900823,information_display,counter_starts,current_phase_id
20.906095,information_display,counter_starts,current_phase_id
20.911231,information_display,counter_starts,current_phase_id
20.91624,information_display,counter_starts,current_phase_id
20.921271,information_display,counter_starts,current_phase_id
20.926197,information_display,counter_starts,current_phase_id
20.931057,information_display,counter_starts,current_phase_id
20.936494,information_display,counter_starts,current_phase_id
20.94169,information_display,counter_starts,current_phase_id
20.946616,information_display,counter_starts,current_phase_id
20.95168,information_display,counter_starts,current_phase_id
20.95661,information_display,counter_starts,current_phase_id
20.961566,information_display,counter_starts,current_phase_id
20.969113,information_display,counter_starts,current_phase_id
20.974322,information_display,counter_starts,current_phase_id
20.97932,information_display,counter_starts,current_phase_id
20.984394,information_display,counter_starts,current_phase_id
20.989284,information_display,counter_starts,current_phase_id
20.994321,information_display,counter_starts,current_phase_id
21.004575,information_display,counter_starts,current_phase_id
21.009707,information_display,counter_starts,current_phase_id
21.014762,information_display,counter_starts,current_phase_id
21.01975,information_display,counter_starts,current_phase_id
21.024923,information_display,counter_starts,current_phase_id
21.035276,information_display,counter_starts,current_phase_id
21.040399,information_display,counter_starts,current_phase_id
21.045528,information_display,counter_starts,current_phase_id
21.05066,information_display,counter_starts,current_phase_id
21.055628,information_display,counter_starts,current_phase_id
21.064249,information_display,counter_starts,current_phase_id
21.069447,information_display,counter_starts,current_phase_id
21.074443,information_display,counter_starts,current_phase_id
21.079408,information_display,counter_starts,current_phase_id
21.084289,information_display,counter_starts,current_phase_id
21.089636,information_display,counter_starts,current_phase_id
21.094862,information_display,counter_starts,current_phase_id
21.099828,information_display,counter_starts,current_phase_id
21.104842,information_display,counter_starts,current_phase_id
21.109887,information_display,counter_starts,current_phase_id
21.114854,information_display,counter_starts,current_phase_id
21.119895,information_display,counter_starts,current_phase_id
21.13044,information_display,counter_starts,current_phase_id
21.135789,information_display,counter_starts,current_phase_id
21.140711,information_display,counter_starts,current_phase_id
21.145758,information_display,counter_starts,current_phase_id
21.150756,information_display,counter_starts,current_phase_id
21.161608,information_display,counter_starts,current_phase_id
21.166811,information_display,counter_starts,current_phase_id
21.171753,information_display,counter_starts,current_phase_id
21.17677,information_display,counter_starts,current_phase_id
21.181642,information_display,counter_starts,current_phase_id
21.19153,information_display,counter_starts,current_phase_id
21.19679,information_display,counter_starts,current_phase_id
21.201933,information_display,counter_starts,current_phase_id
21.206924,information_display,counter_starts,current_phase_id
21.211816,information_display,counter_starts,current_phase_id
21.217047,information_display,counter_starts,current_phase_id
21.223183,information_display,counter_starts,current_phase_id
21.228177,information_display,counter_starts,current_phase_id
21.233162,information_display,counter_starts,current_phase_id
21.238058,information_display,counter_starts,current_phase_id
21.243044,information_display,counter_starts,current_phase_id
21.252228,information_display,counter_starts,current_phase_id
21.257422,information_display,counter_starts,current_phase_id
21.262428,information_display,counter_starts,current_phase_id
21.267446,information_display,counter_starts,current_phase_id
21.272304,information_display,counter_starts,current_phase_id
21.279451,information_display,counter_starts,current_phase_id
21.284589,information_display,counter_starts,current_phase_id
21.289706,information_display,counter_starts,current_phase_id
21.300249,information_display,counter_starts,current_phase_id
21.305413,information_display,counter_starts,current_phase_id
21.314144,information_display,counter_starts,current_phase_id
21.319288,information_display,counter_starts,current_phase_id
21.324342,information_display,counter_starts,current_phase_id
21.329258,information_display,counter_starts,current_phase_id
21.334167,information_display,counter_starts,current_phase_id
21.33944,information_display,counter_starts,current_phase_id
21.344766,information_display,counter_starts,current_phase_id
21.349891,information_display,counter_starts,current_phase_id
21.354863,information_display,counter_starts,current_phase_id
21.359848,information_display,counter_starts,current_phase_id
21.364714,information_display,counter_starts,current_phase_id
21.369696,information_display,counter_starts,current_phase_id
21.380721,information_display,counter_starts,current_phase_id
21.38603,information_display,counter_starts,current_phase_id
21.391027,information_display,counter_starts,current_phase_id
21.396049,information_display,counter_starts,current_phase_id
21.401063,information_display,counter_starts,current_phase_id
21.406219,information_display,counter_starts,current_phase_id
21.411311,information_display,counter_starts,current_phase_id
21.416487,information_display,counter_starts,current_phase_id
21.427471,information_display,counter_starts,current_phase_id
21.432503,information_display,counter_starts,current_phase_id
21.437678,information_display,counter_starts,current_phase_id
21.442821,information_display,counter_starts,current_phase_id
